Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Total_Spend,Channel_Purchases,Total_Purchases,Discount_Purchase_Rate,Spend_Per_Purchase,Customer_Tenure_Days,Customer_Tenure_Years,Dependents,Has_Children,Age,Age_Group,Income_Bracket,Recency_Group,Category_Breadth,Preferred_Channel,Is_High_Value,No_Purchase_Record,Customer_Segment
10127,1965,Graduation,Married,58692.0,0,1,2014-06-04,21,301,11,61,4,7,11,1,8,2,4,7,0,0,395,14,15,0.06666666666666667,26.333333333333332,185,0.5,1,1,49,46-60,High Income,Recent,6,Web,0,0,Digital Shoppers
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,0,0,23,3,4,0.25,5.75,262,0.7,2,1,38,31-45,Mid Income,Recent,3,Store,0,0,Bargain Hunters
2666,1972,Master,Married,76234.0,0,1,2014-06-02,21,519,50,167,130,0,41,1,8,3,11,3,0,0,907,22,23,0.043478260869565216,39.43478260869565,187,0.5,1,1,42,31-45,Very High Income,Recent,5,Store,0,0,Family Customers
10099,1984,Graduation,Married,55434.0,1,0,2013-05-10,21,238,115,215,169,69,76,3,5,3,13,4,0,0,882,21,24,0.125,36.75,575,1.6,1,1,30,18-30,High Income,Recent,6,Store,0,0,Family Customers
10562,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,1033,23,24,0.041666666666666664,43.041666666666664,434,1.2,0,0,68,60+,High Income,Recent,6,Store,0,0,General Customers
7881,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,1033,23,24,0.041666666666666664,43.041666666666664,434,1.2,0,0,68,60+,High Income,Recent,6,Store,0,0,General Customers
6721,1951,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,1213,14,17,0.17647058823529413,71.3529411764706,495,1.4,1,1,63,60+,Very High Income,Recent,6,Web,1,0,High-Value Active Catalog/Web
5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,1,0,1461,21,22,0.045454545454545456,66.4090909090909,525,1.4,0,0,43,31-45,Very High Income,Recent,6,Web,1,0,High-Value Active Catalog/Web
5209,1954,Graduation,Divorced,50002.0,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,638,17,19,0.10526315789473684,33.578947368421055,537,1.5,1,1,60,46-60,Mid Income,Recent,6,Web,0,0,Digital Shoppers
10128,1958,Graduation,Together,53977.0,0,1,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,907,22,27,0.18518518518518517,33.592592592592595,487,1.3,1,1,56,46-60,High Income,Recent,5,Store,0,0,Family Customers
9284,1958,Graduation,Together,53977.0,0,1,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,907,22,27,0.18518518518518517,33.592592592592595,487,1.3,1,1,56,46-60,High Income,Recent,5,Store,0,0,Family Customers
8643,1971,Graduation,Together,69930.0,0,0,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3,0,0,1662,21,22,0.045454545454545456,75.54545454545455,559,1.5,0,0,43,31-45,Very High Income,Recent,6,Store,1,0,General Customers
1685,1967,PhD,Together,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,0,1482,22,23,0.043478260869565216,64.43478260869566,629,1.7,0,0,47,46-60,High Income,Recent,5,Store,1,0,General Customers
2877,1974,Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,541,16,26,0.38461538461538464,20.807692307692307,684,1.9,2,1,40,31-45,Mid Income,Recent,5,Store,0,0,Bargain Hunters
8369,1987,Graduation,Together,18227.0,1,0,2012-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,28,3,4,0.25,7.0,847,2.3,1,1,27,18-30,Low Income,Recent,6,Store,0,0,Bargain Hunters
6233,1976,Graduation,Married,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,971,24,27,0.1111111111111111,35.96296296296296,880,2.4,1,1,38,31-45,High Income,Recent,6,Store,0,0,Family Customers
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,246,10,14,0.2857142857142857,17.571428571428573,832,2.3,1,1,42,31-45,Mid Income,Recent,6,Web,0,0,Digital Shoppers
1501,1982,PhD,Married,160803.0,0,0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,1717,29,44,0.3409090909090909,39.02272727272727,972,2.7,0,0,32,31-45,Very High Income,Recent,6,Catalog,1,0,High-Value Active Catalog/Web
10846,1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,0,0,629,16,22,0.2727272727272727,28.59090909090909,191,0.5,1,1,36,31-45,Mid Income,Recent,6,Store,0,0,Bargain Hunters
8341,1969,PhD,Married,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,34,4,6,0.3333333333333333,5.666666666666667,220,0.6,1,1,45,31-45,Low Income,Recent,4,Store,0,0,Bargain Hunters
10766,1964,PhD,Married,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,506,16,17,0.058823529411764705,29.764705882352942,32,0.1,1,1,50,46-60,High Income,Recent,5,Store,0,0,Family Customers
9971,1964,PhD,Married,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,506,16,17,0.058823529411764705,29.764705882352942,32,0.1,1,1,50,46-60,High Income,Recent,5,Store,0,0,Family Customers
1740,1944,Graduation,Married,55956.0,0,0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,0,999,14,16,0.125,62.4375,155,0.4,0,0,70,60+,High Income,Recent,6,Web,0,0,Digital Shoppers
8737,1978,Graduation,Divorced,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,43,5,6,0.16666666666666666,7.166666666666667,216,0.6,1,1,36,31-45,High Income,Recent,5,Store,0,0,Family Customers
6466,1965,PhD,Married,57236.0,1,1,2014-12-03,22,105,0,9,2,1,4,3,2,1,4,3,0,0,121,7,10,0.3,12.1,3,0.0,2,1,49,46-60,High Income,Recent,5,Store,0,0,Bargain Hunters
10430,1973,Graduation,Divorced,89694.0,1,1,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,1472,11,14,0.21428571428571427,105.14285714285714,452,1.2,2,1,41,31-45,Very High Income,Recent,6,Web,1,0,High-Value Active Catalog/Web
8773,1971,Master,Together,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,0,322,12,15,0.2,21.466666666666665,529,1.4,1,1,43,31-45,High Income,Recent,3,Store,0,0,Family Customers
2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,81,6,9,0.3333333333333333,9.0,602,1.6,2,1,42,31-45,Low Income,Recent,6,Store,0,0,Bargain Hunters
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,160,8,12,0.3333333333333333,13.333333333333334,661,1.8,1,1,28,18-30,Low Income,Recent,6,Store,0,0,Bargain Hunters
4088,1962,PhD,Together,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,155,8,10,0.2,15.5,907,2.5,1,1,52,46-60,Low Income,Recent,6,Store,0,0,Family Customers
4971,1962,PhD,Together,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,155,8,10,0.2,15.5,907,2.5,1,1,52,46-60,Low Income,Recent,6,Store,0,0,Family Customers
10560,1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,20,4,5,0.2,4.0,173,0.5,1,1,34,31-45,Mid Income,Recent,4,Store,0,0,Family Customers
6892,1968,Graduation,Divorced,61671.0,0,1,2014-03-06,23,641,7,56,0,0,28,8,10,4,6,8,0,0,732,20,28,0.2857142857142857,26.142857142857142,275,0.8,1,1,46,46-60,High Income,Recent,4,Web,0,0,Digital Shoppers
11004,1893,2n Cycle,Single,60182.0,0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,22,3,4,0.25,5.5,203,0.6,1,1,121,60+,High Income,Recent,4,Store,0,0,Bargain Hunters
1818,1971,PhD,Together,29732.0,1,0,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,38,4,5,0.2,7.6,256,0.7,1,1,43,31-45,Low Income,Recent,4,Web,0,0,Digital Shoppers
9485,1986,PhD,Married,45921.0,0,0,2014-10-03,23,102,9,49,24,3,12,1,2,1,6,4,0,0,199,9,10,0.1,19.9,64,0.2,0,0,28,18-30,Mid Income,Recent,6,Store,0,0,General Customers
6646,1984,Graduation,Together,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,1,0,3,6,0,0,22,4,5,0.2,4.4,337,0.9,1,1,30,18-30,Low Income,Recent,4,Store,0,0,Family Customers
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,2008,19,19,0.0,105.6842105263158,292,0.8,0,0,54,46-60,Very High Income,Recent,6,Store,1,0,General Customers
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,2008,19,19,0.0,105.6842105263158,292,0.8,0,0,54,46-60,Very High Income,Recent,6,Store,1,0,General Customers
7861,1952,Master,Married,77027.0,0,1,2014-05-02,23,820,57,242,45,0,11,2,8,3,6,4,0,0,1175,17,19,0.10526315789473684,61.8421052631579,218,0.6,1,1,62,60+,Very High Income,Recent,5,Web,1,0,High-Value Active Catalog/Web
5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,227,10,11,0.09090909090909091,20.636363636363637,313,0.9,1,1,49,46-60,Very High Income,Recent,6,Store,0,0,Family Customers
3011,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,227,10,11,0.09090909090909091,20.636363636363637,313,0.9,1,1,49,46-60,Very High Income,Recent,6,Store,0,0,Family Customers
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1189,27,28,0.03571428571428571,42.464285714285715,326,0.9,0,0,32,31-45,High Income,Recent,3,Store,1,0,General Customers
2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,32,4,5,0.2,6.4,416,1.1,1,1,62,60+,Mid Income,Recent,5,Store,0,0,Family Customers
10711,1945,Graduation,Married,69755.0,0,0,2013-02-10,23,217,77,373,111,23,93,1,3,6,12,1,0,0,894,21,22,0.045454545454545456,40.63636363636363,664,1.8,0,0,69,60+,Very High Income,Recent,6,Store,0,0,General Customers
8268,1961,PhD,Married,51381.5,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,404,14,17,0.17647058823529413,23.764705882352942,394,1.1,1,1,53,46-60,Mid Income,Recent,4,Store,0,0,Family Customers
2782,1961,PhD,Married,54456.0,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,404,14,17,0.17647058823529413,23.764705882352942,394,1.1,1,1,53,46-60,High Income,Recent,4,Store,0,0,Family Customers
9432,1977,Graduation,Together,666666.0,1,0,2013-02-06,23,9,14,18,8,1,12,4,3,1,3,6,0,0,62,7,11,0.36363636363636365,5.636363636363637,668,1.8,1,1,37,31-45,Very High Income,Recent,6,Web,0,0,Digital Shoppers
5872,1951,Graduation,Single,60689.0,0,1,2013-01-06,23,240,90,216,63,6,24,4,4,4,10,3,0,0,639,18,22,0.18181818181818182,29.045454545454547,699,1.9,1,1,63,60+,High Income,Recent,6,Store,0,0,Family Customers
11187,1978,Basic,Single,26487.0,1,0,2013-05-20,23,2,8,10,12,14,23,3,2,1,3,5,0,0,69,6,9,0.3333333333333333,7.666666666666667,565,1.5,1,1,36,31-45,Low Income,Recent,6,Store,0,0,Bargain Hunters
2428,1970,Graduation,Married,28164.0,1,0,2013-04-05,23,3,18,26,11,8,12,3,2,0,4,7,0,0,78,6,9,0.3333333333333333,8.666666666666666,610,1.7,1,1,44,31-45,Low Income,Recent,6,Store,0,0,Bargain Hunters
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,81,4,5,0.2,16.2,628,1.7,0,0,44,31-45,Low Income,Recent,6,Store,0,0,General Customers
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,680,18,21,0.14285714285714285,32.38095238095238,688,1.9,1,1,43,31-45,High Income,Recent,6,Store,0,0,Family Customers
1162,1987,PhD,Single,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,1,0,653,18,20,0.1,32.65,431,1.2,0,0,27,18-30,Mid Income,Recent,6,Store,0,0,General Customers
10643,1987,PhD,Single,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,1,0,653,18,20,0.1,32.65,431,1.2,0,0,27,18-30,Mid Income,Recent,6,Store,0,0,General Customers
11112,1966,Graduation,Together,70713.0,0,1,2012-03-12,23,736,114,279,82,76,190,6,5,6,8,3,0,0,1477,19,25,0.24,59.08,999,2.7,1,1,48,46-60,Very High Income,Recent,6,Store,1,0,Family Customers
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,1315,25,26,0.038461538461538464,50.57692307692308,742,2.0,0,0,68,60+,Very High Income,Recent,6,Store,1,0,General Customers
4261,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,1315,25,26,0.038461538461538464,50.57692307692308,742,2.0,0,0,68,60+,Very High Income,Recent,6,Store,1,0,General Customers
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,45,4,6,0.3333333333333333,7.5,771,2.1,1,1,39,31-45,Low Income,Recent,6,Store,0,0,Bargain Hunters
2495,1974,Master,Married,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,816,21,22,0.045454545454545456,37.09090909090909,169,0.5,1,1,40,31-45,Very High Income,Recent,6,Store,0,0,Family Customers
6983,1950,Master,Divorced,38054.0,1,1,2014-01-05,24,23,2,17,2,1,0,2,2,0,3,7,0,0,45,5,7,0.2857142857142857,6.428571428571429,335,0.9,2,1,64,60+,Mid Income,Recent,5,Store,0,0,Bargain Hunters
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,20,4,5,0.2,4.0,314,0.9,1,1,45,31-45,Low Income,Recent,5,Store,0,0,Family Customers
7505,1957,PhD,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,46,4,5,0.2,9.2,321,0.9,2,1,57,46-60,Mid Income,Recent,4,Store,0,0,Family Customers
4286,1970,PhD,Single,57642.0,0,1,2014-09-01,24,580,6,58,8,0,27,3,7,6,6,4,0,0,679,19,22,0.13636363636363635,30.863636363636363,96,0.3,1,1,44,31-45,High Income,Recent,5,Web,0,0,Digital Shoppers
7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,31,4,6,0.3333333333333333,5.166666666666667,342,0.9,2,1,37,31-45,Low Income,Recent,5,Store,0,0,Bargain Hunters
6215,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,1,0,31,4,6,0.3333333333333333,5.166666666666667,342,0.9,2,1,37,31-45,Low Income,Recent,5,Store,0,0,Bargain Hunters
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,187,9,12,0.25,15.583333333333334,345,0.9,1,1,46,46-60,Mid Income,Recent,6,Web,0,0,Digital Shoppers
4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,187,9,12,0.25,15.583333333333334,345,0.9,1,1,46,46-60,Mid Income,Recent,6,Web,0,0,Digital Shoppers
3153,1957,PhD,Single,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,17,3,4,0.25,4.25,481,1.3,3,1,57,46-60,Mid Income,Recent,3,Store,0,0,Bargain Hunters
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,0,0,78,6,9,0.3333333333333333,8.666666666666666,381,1.0,1,1,39,31-45,Low Income,Recent,6,Store,0,0,Bargain Hunters
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,11,3,4,0.25,2.75,435,1.2,2,1,65,60+,Mid Income,Recent,2,Store,0,0,Bargain Hunters
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,426,11,12,0.08333333333333333,35.5,442,1.2,0,0,31,31-45,Mid Income,Recent,6,Catalog,0,0,Catalog Shoppers
1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,285,10,12,0.16666666666666666,23.75,462,1.3,1,1,60,46-60,Mid Income,Recent,4,Store,0,0,Family Customers
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,777,16,17,0.058823529411764705,45.705882352941174,470,1.3,0,0,55,46-60,Very High Income,Recent,6,Store,0,0,General Customers
4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,777,16,17,0.058823529411764705,45.705882352941174,470,1.3,0,0,55,46-60,Very High Income,Recent,6,Store,0,0,General Customers
9483,1959,Graduation,Together,57957.0,0,1,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,1,637,18,25,0.28,25.48,474,1.3,1,1,55,46-60,High Income,Recent,6,Store,0,0,Bargain Hunters
1378,1972,2n Cycle,Together,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,694,17,23,0.2608695652173913,30.17391304347826,500,1.4,1,1,42,31-45,Mid Income,Recent,6,Web,0,0,Digital Shoppers
5991,1949,Master,Married,48150.0,0,1,2013-08-06,24,173,2,39,3,2,47,3,5,1,4,7,0,0,266,10,13,0.23076923076923078,20.46153846153846,487,1.3,1,1,65,60+,Mid Income,Recent,6,Web,0,0,Digital Shoppers
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,1001,24,27,0.1111111111111111,37.074074074074076,658,1.8,1,1,45,31-45,High Income,Recent,6,Catalog,0,0,Catalog Shoppers
1052,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,1001,24,27,0.1111111111111111,37.074074074074076,658,1.8,1,1,45,31-45,High Income,Recent,6,Catalog,0,0,Catalog Shoppers
9760,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,1,0,1198,25,31,0.1935483870967742,38.645161290322584,680,1.9,1,1,51,46-60,High Income,Recent,3,Web,1,0,High-Value Active Catalog/Web
7101,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,1198,25,31,0.1935483870967742,38.645161290322584,680,1.9,1,1,51,46-60,High Income,Recent,3,Web,1,0,High-Value Active Catalog/Web
9909,1996,2n Cycle,Married,7500.0,0,0,2012-09-11,24,3,18,14,15,22,50,3,3,1,3,9,1,0,122,7,10,0.3,12.2,816,2.2,0,0,18,18-30,Low Income,Recent,6,Web,0,0,Digital Shoppers
5907,1952,Master,Married,33444.0,1,1,2012-03-11,24,8,0,8,0,0,2,1,1,0,2,8,0,0,18,3,4,0.25,4.5,1000,2.7,2,1,62,60+,Low Income,Recent,3,Store,0,0,Bargain Hunters
793,1973,Graduation,Married,20895.0,1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,45,5,6,0.16666666666666666,7.5,909,2.5,1,1,41,31-45,Low Income,Recent,5,Store,0,0,Family Customers
8832,1976,Master,Together,37509.0,1,0,2012-12-09,24,37,5,56,12,8,5,2,3,0,4,7,0,0,123,7,9,0.2222222222222222,13.666666666666666,727,2.0,1,1,38,31-45,Mid Income,Recent,6,Store,0,0,Family Customers
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,1,0,844,19,20,0.05,42.2,840,2.3,1,1,36,31-45,Very High Income,Recent,4,Store,0,0,Family Customers
1523,1973,Graduation,Married,59041.0,1,1,2014-07-05,25,69,2,15,2,2,6,2,2,0,4,5,0,0,96,6,8,0.25,12.0,154,0.4,2,1,41,31-45,High Income,Recent,6,Store,0,0,Bargain Hunters
1839,1974,Graduation,Single,43322.0,0,0,2014-04-21,25,56,7,48,10,2,18,1,3,0,4,7,0,0,141,7,8,0.125,17.625,229,0.6,0,0,40,31-45,Mid Income,Recent,6,Store,0,0,General Customers
9972,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,0,0,46,4,5,0.2,9.2,237,0.6,2,1,59,46-60,Mid Income,Recent,3,Store,0,0,Family Customers
2945,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,0,0,46,4,5,0.2,9.2,237,0.6,2,1,59,46-60,Mid Income,Recent,3,Store,0,0,Family Customers
9291,1959,Master,Married,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,15,3,4,0.25,3.75,258,0.7,1,1,55,46-60,Low Income,Recent,4,Store,0,0,Bargain Hunters
2829,1955,Graduation,Married,65210.0,0,1,2014-10-03,25,626,0,70,0,7,28,2,9,3,8,6,0,0,731,20,22,0.09090909090909091,33.22727272727273,64,0.2,1,1,59,46-60,High Income,Recent,4,Web,0,0,Digital Shoppers
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,135,7,9,0.2222222222222222,15.0,312,0.9,1,1,56,46-60,Mid Income,Recent,5,Web,0,0,Digital Shoppers
1592,1970,Graduation,Married,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1724,15,15,0.0,114.93333333333334,316,0.9,0,0,44,31-45,Very High Income,Recent,6,Catalog,1,0,High-Value Active Catalog/Web
4310,1944,Graduation,Married,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,1,0,1428,20,21,0.047619047619047616,68.0,318,0.9,0,0,70,60+,Very High Income,Recent,6,Catalog,1,0,High-Value Active Catalog/Web
6950,1958,Master,Married,49572.0,1,1,2013-12-15,25,35,1,16,0,1,1,2,2,0,3,7,0,0,54,5,7,0.2857142857142857,7.714285714285714,356,1.0,2,1,56,46-60,Mid Income,Recent,5,Store,0,0,Bargain Hunters
8492,1978,Graduation,Together,75437.0,0,0,2013-09-11,25,795,0,545,95,58,0,1,8,4,10,6,0,0,1493,22,23,0.043478260869565216,64.91304347826087,451,1.2,0,0,36,31-45,Very High Income,Recent,4,Store,1,0,General Customers
5684,1971,Master,Divorced,44635.0,1,1,2013-11-10,25,56,0,9,0,0,3,2,2,0,3,7,0,0,68,5,7,0.2857142857142857,9.714285714285714,391,1.1,2,1,43,31-45,Mid Income,Recent,3,Store,0,0,Bargain Hunters
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,1171,15,20,0.25,58.55,443,1.2,1,1,50,46-60,High Income,Recent,5,Store,1,0,Bargain Hunters
9855,1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,1020,25,26,0.038461538461538464,39.23076923076923,468,1.3,1,1,62,60+,High Income,Recent,3,Store,0,0,Family Customers
975,1956,Graduation,Single,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,264,10,15,0.3333333333333333,17.6,557,1.5,2,1,58,46-60,High Income,Recent,6,Store,0,0,Bargain Hunters
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,20,3,4,0.25,5.0,569,1.6,1,1,40,31-45,Mid Income,Recent,3,Store,0,0,Bargain Hunters
1456,1979,Graduation,Single,60474.0,0,1,2013-01-04,25,265,199,303,234,9,170,7,10,2,12,7,0,0,1180,24,31,0.22580645161290322,38.064516129032256,701,1.9,1,1,35,31-45,High Income,Recent,6,Store,1,0,Family Customers
2849,1979,Graduation,Single,60474.0,0,1,2013-01-04,25,265,199,303,234,9,170,7,10,2,12,7,0,0,1180,24,31,0.22580645161290322,38.064516129032256,701,1.9,1,1,35,31-45,High Income,Recent,6,Store,1,0,Family Customers
9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,724,17,22,0.22727272727272727,32.90909090909091,619,1.7,2,1,33,31-45,High Income,Recent,6,Web,0,0,Digital Shoppers
5527,1987,Graduation,Together,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,58,5,7,0.2857142857142857,8.285714285714286,661,1.8,1,1,27,18-30,Low Income,Recent,6,Store,0,0,Bargain Hunters
5628,1982,Graduation,Together,61416.0,0,0,2013-08-02,25,848,154,323,201,61,78,1,10,3,10,6,0,0,1665,23,24,0.041666666666666664,69.375,491,1.3,0,0,32,31-45,High Income,Recent,6,Web,1,0,High-Value Active Catalog/Web
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,1,0,2086,21,21,0.0,99.33333333333333,724,2.0,0,0,39,31-45,Very High Income,Recent,6,Catalog,1,0,High-Value Active Catalog/Web
1351,1956,Master,Together,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1220,28,32,0.125,38.125,807,2.2,1,1,58,46-60,High Income,Recent,6,Store,1,0,Family Customers
10629,1973,2n Cycle,Married,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,109,6,9,0.3333333333333333,12.11111111111111,813,2.2,1,1,41,31-45,Mid Income,Recent,6,Web,0,0,Digital Shoppers
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,101,7,10,0.3,10.1,836,2.3,1,1,28,18-30,Low Income,Recent,6,Web,0,0,Digital Shoppers
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,11,3,4,0.25,2.75,198,0.5,2,1,40,31-45,Low Income,Recent,5,Store,0,0,Bargain Hunters
10196,1978,Graduation,Married,71427.0,2,0,2014-12-03,26,212,123,177,15,64,23,2,8,2,8,4,0,0,614,18,20,0.1,30.7,3,0.0,2,1,36,31-45,Very High Income,Recent,6,Web,0,0,Digital Shoppers
